#,Folio,Programa,Tipo,Área,Carrera,Coordinador que inscribe,Curso de Inducción,Empresa,Domicilio
467,149805,SISTEMA WEB PARA LA VISUALIZACIÓN DE RESULTADOS DE LA EVALUACIÓN DE ONTOLOGÍAS,práctica profesional,FACULTAD DE CIENCIAS DE LA COMPUTACIÓN,Ciencias de la Computación,ZAMORA LIMA CARLOS ,--,FACULTAD DE CS.DE LA COMPUTACION,"AV. SAN CLAUDIO Y 14 SUR S/N COL: CIUDAD UNIVERSITARIA CP: 72570
Puebla , Puebla
(222) 2295500 EXT 7215
(222) 22295672 EXT
mtovar@cs.buap.mx"
,,,,,Ing Ciencias Computación,ZAMORA LIMA CARLOS ,--,FACULTAD DE CS.DE LA COMPUTACION,"AV. SAN CLAUDIO Y 14 SUR S/N COL: CIUDAD UNIVERSITARIA CP: 72570
Puebla , Puebla
(222) 2295500 EXT 7215
(222) 22295672 EXT
mtovar@cs.buap.mx"
,,,,,,,,,
468,149810,ESTADOS EXCITADOS DE MOLECULAS FOTOQUIMICAS,práctica profesional,"FACULTAD DE CIENCIAS QUIMICAS, LABORATORIO DE QUIMICA TEORICA, EDIFICIO DE POSGRADO FCQ-10",Ciencias de la Computación,ZAMORA LIMA CARLOS ,--,FACULTAD DE CIENCIAS QUIMICAS,"AV. SAN CLAUDIO EDIF. 105-I COL: SAN MANUEL CP: 72570
Puebla , Puebla
(222) 2295500 EXT 2830
(222) 2295500 EXT 2819
francisco.melendez@correo.buap.mx"
,,,,,Ing Ciencias Computación,ZAMORA LIMA CARLOS ,--,FACULTAD DE CIENCIAS QUIMICAS,"AV. SAN CLAUDIO EDIF. 105-I COL: SAN MANUEL CP: 72570
Puebla , Puebla
(222) 2295500 EXT 2830
(222) 2295500 EXT 2819
francisco.melendez@correo.buap.mx"
,,,,,,,,,
469,149813,TÉCNICAS COMPUTACIONALES Y DOCKING MOLECULAR,práctica profesional,"FACULTAD DE CIENCIAS QUIMICAS, LABORATORIO DE QUIMICA TEORICA, EDIFICIO DE POSGRADO FCQ-10",Ciencias de la Computación,ZAMORA LIMA CARLOS ,--,FACULTAD DE CIENCIAS QUIMICAS,"AV. SAN CLAUDIO EDIF. 105-I COL: SAN MANUEL CP: 72570
Puebla , Puebla
(222) 2295500 EXT 2830
(222) 2295500 EXT 2819
francisco.melendez@correo.buap.mx"
,,,,,Ing Ciencias Computación,ZAMORA LIMA CARLOS ,--,FACULTAD DE CIENCIAS QUIMICAS,"AV. SAN CLAUDIO EDIF. 105-I COL: SAN MANUEL CP: 72570
Puebla , Puebla
(222) 2295500 EXT 2830
(222) 2295500 EXT 2819
francisco.melendez@correo.buap.mx"
,,,,,,,,,
470,149847,PLATAFORMA DE VENTAS,práctica profesional,DITCO,Ing Ciencias Computación,ZAMORA LIMA CARLOS ,--,CENTRO UNIVERSITARIO DE VINCULACION Y TRANSFERENCIA DE TECNOLOGÍA,"PROLONGACIÓN 24 SUR Y AVENIDA SAN CLAUDIO SIN NUMERO COL: SAN MANUEL CP: 72570
Puebla , Puebla
(222) 2295500 EXT 1930
(222) 2295500 EXT 2202
maria.mora@correo.buap.mx"
471,149867,ALGORITMOS PARA LA SOLUCIÓN DE LA ECUACIÓN DE ONDA EN MATHEMATICA,práctica profesional,"LABORATORIO NACIONAL DE SUPERCÓMPUTO DEL SURESTE DE DE MÉXICO, C.U., BUAP.",Ing Ciencias Computación,ZAMORA LIMA CARLOS ,--,FACULTAD DE CS.FISICO MATEMATICAS,"Rio Verde y San Claudio, S/N, C.U. FM2-204, LNS DCYTIC COL: Jardines de San MAnuel CP: 72570
Puebla , Puebla
(222) 2295500 EXT 7582,2337
(222) 2295636 EXT
emarti@fcfm.buap.mx"
,,,,,Ciencias de la Computación,ZAMORA LIMA CARLOS ,--,FACULTAD DE CS.FISICO MATEMATICAS,"Rio Verde y San Claudio, S/N, C.U. FM2-204, LNS DCYTIC COL: Jardines de San MAnuel CP: 72570
Puebla , Puebla
(222) 2295500 EXT 7582,2337
(222) 2295636 EXT
emarti@fcfm.buap.mx"
,,,,,,,,,
472,149883,DESARROLLO DE CONTENIDO,práctica profesional,DEPARTAMENTO ACADÉMICO,Ciencias de la Computación,ZAMORA LIMA CARLOS ,--,SOLUCIONES INTEGRALES AMADED A.C.,"7 SUR5338 Col: PRADOS AGUA AZUL CP: 72430
Puebla,Puebla
(222)1698377 Ext: 104
(1800)8904787 Ext: 104
recursoshumanos@mecatroniks.com"
,,,,,Ing Ciencias Computación,ZAMORA LIMA CARLOS ,--,SOLUCIONES INTEGRALES AMADED A.C.,"7 SUR5338 Col: PRADOS AGUA AZUL CP: 72430
Puebla,Puebla
(222)1698377 Ext: 104
(1800)8904787 Ext: 104
recursoshumanos@mecatroniks.com"
,,,,,,,,,
473,149899,"SISTEMA IOT DE SEGURIDAD Y MONITOREO REMOTO, SU INSTALACIÓN Y CONFIGURACIÓN.",práctica profesional,LABORATORIO DE FÍSICA COMPUTACIONAL Y APLICACIÓN DE SISTEMAS EN DISPOSITIVOS RECONFIGURABLES,Ciencias de la Computación,ZAMORA LIMA CARLOS ,--,FACULTAD DE CS.DE LA COMPUTACION,"AV. 14 SUR Y AV. SAN CLAUDIO CIUDAD UNIVERSITARIA COL: CIUDAD UINIVERSITARIA CP: 72570
Puebla , Puebla
(222) 2295500 EXT 7200
(222) 2295672 EXT 7208
tgarcia@cs.buap.mx"
,,,,,Ing Ciencias Computación,ZAMORA LIMA CARLOS ,--,FACULTAD DE CS.DE LA COMPUTACION,"AV. 14 SUR Y AV. SAN CLAUDIO CIUDAD UNIVERSITARIA COL: CIUDAD UINIVERSITARIA CP: 72570
Puebla , Puebla
(222) 2295500 EXT 7200
(222) 2295672 EXT 7208
tgarcia@cs.buap.mx"
,,,,,,,,,
474,149909,MEDICIÓN DE PROFUNDIDAD EMPLEANDO ULTRASONIDO,práctica profesional,LABORATORIO DE FÍSICA COMPUTACIONAL Y APLICACIÓN DE SISTEMAS EN DISPOSITIVOS RECONFIGURABLES,Ciencias de la Computación,ZAMORA LIMA CARLOS ,--,FACULTAD DE CS.DE LA COMPUTACION,"AV. 14 SUR Y AV. SAN CLAUDIO CIUDAD UNIVERSITARIA COL: CIUDAD UINIVERSITARIA CP: 72570
Puebla , Puebla
(222) 2295500 EXT 7200
(222) 2295672 EXT 7208
tgarcia@cs.buap.mx"
,,,,,Ing Ciencias Computación,ZAMORA LIMA CARLOS ,--,FACULTAD DE CS.DE LA COMPUTACION,"AV. 14 SUR Y AV. SAN CLAUDIO CIUDAD UNIVERSITARIA COL: CIUDAD UINIVERSITARIA CP: 72570
Puebla , Puebla
(222) 2295500 EXT 7200
(222) 2295672 EXT 7208
tgarcia@cs.buap.mx"
,,,,,,,,,
475,149925,DISEÑO DE APLICACIONES MÓVILES PARA IOT,práctica profesional,LABORATORIO DE INNOVACIÓN BUAP-INTEL (EMA7/205),Ing Ciencias Computación,ZAMORA LIMA CARLOS ,--,FACULTAD DE CS.DE LA ELECTRONICA,"AV SAN CLAUDIO Y 18 SUR ED 109C COL: JARDINES DE SAN MANUEL CP: 72570
Puebla , Puebla
(222) 2295500 EXT 7400
(222) 2295500 EXT 7400
nquiroz@ece.buapmx"
476,149956,SISTEMA WEB DE INFORMACIÓN PARA PLANTILLA INSTITUCIONAL DE LA BUAP,práctica profesional,LABORATORIO DE MULTIMEDIA,Ing Ciencias Computación,ZAMORA LIMA CARLOS ,--,FACULTAD DE CS.DE LA COMPUTACION,"VILLAVERDE 2 EDIFICIO 12 DPTO 103 103 COL: VILLAVERDE CP: 72303
Puebla , Puebla
(222) 365070 EXT
(222) 295500 EXT 7203
EEVCLIBRA@GMAIL.COM"
,,,,,Ciencias de la Computación,ZAMORA LIMA CARLOS ,--,FACULTAD DE CS.DE LA COMPUTACION,"VILLAVERDE 2 EDIFICIO 12 DPTO 103 103 COL: VILLAVERDE CP: 72303
Puebla , Puebla
(222) 365070 EXT
(222) 295500 EXT 7203
EEVCLIBRA@GMAIL.COM"
,,,,,,,,,
477,149958,SISTEMAS HIPERMEDIA ADAPTATIVOS EDUCATIVOS EN MATERIAS DE MATEMÁTICAS PARA PREPARATORIA,práctica profesional,LABORATORIO DE MULTIMEDIA,Ciencias de la Computación,ZAMORA LIMA CARLOS ,--,FACULTAD DE CS.DE LA COMPUTACION,"VILLAVERDE 2 EDIFICIO 12 DPTO 103 103 COL: VILLAVERDE CP: 72303
Puebla , Puebla
(222) 365070 EXT
(222) 295500 EXT 7203
EEVCLIBRA@GMAIL.COM"
,,,,,Ing Ciencias Computación,ZAMORA LIMA CARLOS ,--,FACULTAD DE CS.DE LA COMPUTACION,"VILLAVERDE 2 EDIFICIO 12 DPTO 103 103 COL: VILLAVERDE CP: 72303
Puebla , Puebla
(222) 365070 EXT
(222) 295500 EXT 7203
EEVCLIBRA@GMAIL.COM"
,,,,,,,,,
478,149971,CAMBIO Y VARIABILIDAD CLIMÁTICOS EN LA CIUDAD DE PUEBLA Y ASENTAMIENTOS RURALES ADYACENTES.,práctica profesional,DEPARTAMENTO DE INVESTIGACIÓN EN ZEOLITAS-ICUAP,Ciencias de la Computación,ZAMORA LIMA CARLOS ,--,INSTITUTO DE CIENCIAS,"BOULEVARD VALSEQUILLO EDIF. 103 O COL: SAN MANUEL CP: 72570
Puebla , Puebla
(222) 8908507 EXT
(222) 8908854 EXT
joaltoja@gmail.com"
479,149972,"DETERMINACIÓN DE PARÁMETROS FISICOQUÍMICOS EN SUELO, AIRE Y AGUA QUE DETERMINAN EL CAMBIO CLIMÁTICO",práctica profesional,DEPARTAMENTO DE INVESTIGACIÓN EN ZEOLITAS-ICUAP,Ciencias de la Computación,ZAMORA LIMA CARLOS ,--,INSTITUTO DE CIENCIAS,"BOULEVARD VALSEQUILLO EDIF. 103 O COL: SAN MANUEL CP: 72570
Puebla , Puebla
(222) 8908507 EXT
(222) 8908854 EXT
joaltoja@gmail.com"
480,149973,ESTUDIOS DE INTERACCIONES DE PROTEÍNAS DIANA FRENTE A COMPUESTOS QUIRALES (MODALIDAD ON-LINE).,práctica profesional,"LABORATORIO DE DIFRACCIÓN DE RAYOS-X, EDIF 103 E, UNIDAD DE ANÁLISIS INSTRUMENTAL","Ing.en Cs de la Computación (Instituto de Estudios Superiores en Arquitectura y Diseño, A.C.)",Monserrat Marlene Vázquez Morales,--,INSTITUTO DE CIENCIAS,"AV. SAN CLAUDIO Y 18 SUR EDIFICIO 103 E COL: Sn. Manuel CP: 72570
Puebla , Puebla
(222) 222955000 EXT 7297
(12) 222955000 EXT 7397
ANGEL.MENDOZA@CORREO.BUAP.MX"
,,,,,Ciencias de la Computación,ZAMORA LIMA CARLOS ,--,INSTITUTO DE CIENCIAS,"AV. SAN CLAUDIO Y 18 SUR EDIFICIO 103 E COL: Sn. Manuel CP: 72570
Puebla , Puebla
(222) 222955000 EXT 7297
(12) 222955000 EXT 7397
ANGEL.MENDOZA@CORREO.BUAP.MX"
,,,,,,,,,
,,,,,Ing Ciencias Computación,ZAMORA LIMA CARLOS ,--,INSTITUTO DE CIENCIAS,"AV. SAN CLAUDIO Y 18 SUR EDIFICIO 103 E COL: Sn. Manuel CP: 72570
Puebla , Puebla
(222) 222955000 EXT 7297
(12) 222955000 EXT 7397
ANGEL.MENDOZA@CORREO.BUAP.MX"
,,,,,,,,,
481,150009,APLICACIONES WEB,práctica profesional,CUBO 103 G,Ciencias de la Computación,ZAMORA LIMA CARLOS ,--,FACULTAD DE CS.DE LA COMPUTACION,"14 SUR Y AVENIDA SAN CLAUDIO 57 COL: LOMAS DEL VALLE CP: 72595
Puebla , Puebla
(222) 2295500 EXT 7218
(222) 2295500 EXT 7200
albadifusa@gmail.com"
,,,,,Ing Ciencias Computación,ZAMORA LIMA CARLOS ,--,FACULTAD DE CS.DE LA COMPUTACION,"14 SUR Y AVENIDA SAN CLAUDIO 57 COL: LOMAS DEL VALLE CP: 72595
Puebla , Puebla
(222) 2295500 EXT 7218
(222) 2295500 EXT 7200
albadifusa@gmail.com"
,,,,,,,,,
482,150013,WEB SCRAPPING,práctica profesional,CUBO 8,Ing Ciencias Computación,ZAMORA LIMA CARLOS ,--,FACULTAD DE CS.DE LA COMPUTACION,"14 SUR Y AVENIDA SAN CLAUDIO 57 COL: LOMAS DEL VALLE CP: 72595
Puebla , Puebla
(222) 2295500 EXT 7218
(222) 2295500 EXT 7200
albadifusa@gmail.com"
483,150015,DEEP LEARNING PARA LENGUAJE NATURAL,práctica profesional,ALBA MARIBEL SÁNCHEZ GÁLVEZ,Ing Ciencias Computación,ZAMORA LIMA CARLOS ,--,FACULTAD DE CS.DE LA COMPUTACION,"14 SUR Y AVENIDA SAN CLAUDIO 57 COL: LOMAS DEL VALLE CP: 72595
Puebla , Puebla
(222) 2295500 EXT 7218
(222) 2295500 EXT 7200
albadifusa@gmail.com"
484,150109,DISEÑO Y ELABORACIÓN DE UN SISTEMA INFORMATIVO PARA LA TOMA DE DECISIONES GERENCIALES,práctica profesional,"14 SUR NO. 5709 COL. SAN MANUEL PUEBLA, PUEBLA",Ing Ciencias Computación,ZAMORA LIMA CARLOS ,--,"ARBOR CONSEJERÍA AMBIENTAL, S. DE R.L. DE C.V.","BOULEVARD 14 SUR5709 Col: JARDÍNES DE SAN MANUEL CP: 72570
Puebla,Puebla
(222)2339204 Ext: 0
(0)0 Ext: 0
planeacion@ymail.com"
485,150123,DESARROLLO DE INTERFACES DE USUARIO PARA DISPOSITIVOS MÓVILES,práctica profesional,DEPARTAMENTO DE INGENIERÍA,Ciencias de la Computación,ZAMORA LIMA CARLOS ,--,INTESC. CARLOS GARCÍA LUCERO,"AV. SAN IGNACIO#1834 L-3 Col: JARDINES DE SAN MANUEL CP: 72570
Puebla,Puebla
(222)6215765 Ext: 000
(0)0 Ext: 000
garlu.carlos@intesc.mx"
,,,,,Ing Ciencias Computación,ZAMORA LIMA CARLOS ,--,INTESC. CARLOS GARCÍA LUCERO,"AV. SAN IGNACIO#1834 L-3 Col: JARDINES DE SAN MANUEL CP: 72570
Puebla,Puebla
(222)6215765 Ext: 000
(0)0 Ext: 000
garlu.carlos@intesc.mx"
,,,,,,,,,
486,150132,DESARROLLO DE SISTEMAS EMBEBIDOS APLICANDO NUEVAS TECNOLOGÍAS Y METODOLOGÍAS RECONFIGURABLES,práctica profesional,LABORATORIO DE INVESTIGACIÓN EN SISTEMAS DIGITALES Y ENERGÍAS RENOVABLES,Ing Ciencias Computación,ZAMORA LIMA CARLOS ,--,FACULTAD DE CS.DE LA COMPUTACION,"14 SUR, CIUDAD UINIVERSITARIA S/N COL: SAN MANUEL CP: 72000
Puebla , Puebla
(22) 229550 EXT 2853
(22) 2295500 EXT 2853
miguel.hurtado@correo.buap.mx"
,,,,,Ciencias de la Computación,ZAMORA LIMA CARLOS ,--,FACULTAD DE CS.DE LA COMPUTACION,"14 SUR, CIUDAD UINIVERSITARIA S/N COL: SAN MANUEL CP: 72000
Puebla , Puebla
(22) 229550 EXT 2853
(22) 2295500 EXT 2853
miguel.hurtado@correo.buap.mx"
,,,,,,,,,
487,150208,DESARROLLO DE SISTEMA PARA ASISTENCIA DE CAPTURA Y EVALUACIÓN DE EXÁMENES ESCRITOS,práctica profesional,FACULTAD DE CIENCIAS DE LA COMPUTACIÓN BUAP,Ing Ciencias Computación,ZAMORA LIMA CARLOS ,--,FACULTAD DE CS.DE LA COMPUTACION,"14 SUR ESQUINA AV. SAN CLAUDIO SN COL: SAN MANUEL CP: 72474
Puebla , Puebla
(1222) 2295500 EXT 7204
(122) 229550 EXT 7204
tt_omar@hotmail.com"
,,,,,Ciencias de la Computación,ZAMORA LIMA CARLOS ,--,FACULTAD DE CS.DE LA COMPUTACION,"14 SUR ESQUINA AV. SAN CLAUDIO SN COL: SAN MANUEL CP: 72474
Puebla , Puebla
(1222) 2295500 EXT 7204
(122) 229550 EXT 7204
tt_omar@hotmail.com"
,,,,,,,,,
488,150229,"REGULACIÓN DE FUENTES DE CONTAMINACIÓN ATMOSFÉRICA (INDUSTRIAL, VEHÍCULAR) PRÁCTICAS PROFESIONALES",práctica profesional,DIRECCIÓN DE GESTIÓN DE CALIDAD DEL AIRE,Ciencias de la Computación,ZAMORA LIMA CARLOS ,--,"SECRETARÍA DE DESARROLLO RURAL, SUSTENTABILIDAD Y ORDENAMIENTO TERRITORIAL","33 SUR 3512 1303 Col: EL VERGEL CP:
Puebla,Puebla
(222)7775600 Ext: 5658/5656
()7775600 Ext: 5656
CAPITALHUMANO_SSAOT@YAHOO.COM.MX"
489,150275,"CREACIÓN, PROGRAMACIÓN Y SOPORTE DE SITIOS WEB Y APLICACIONES",práctica profesional,PROGRAMACIÓN,Ing Ciencias Computación,ZAMORA LIMA CARLOS ,--,PRIMER CONTACTO DE SERVICIOS INTEGRALES S.C.,"72 PONIENTE1518 Col: LA LOMA CP: 72230
Puebla,Puebla
(222)1952769 Ext: 1
(222)1952769 Ext: 1
direcciongeneral@primercontacto.com.mx"
490,150302,EXTRACCIÓN Y ANÁLIIS DE CARACTERÍSTICAS EN DOMINIOS DISTINTOS DE REPRESENTACIÓN,práctica profesional,FACULTAD DE CIENCIAS DE LA COMPUTACIÓN,Ciencias de la Computación,ZAMORA LIMA CARLOS ,--,FACULTAD DE CS.DE LA COMPUTACION,"AV. SAN CLAUDIO 14 SUR SN COL: SAN MANUEL CP: 72570
Otro , Puebla
(222) 2295500 EXT 166
(222) 2295672 EXT
aolvera@cs.buap.mx"
,,,,,Ing Ciencias Computación,ZAMORA LIMA CARLOS ,--,FACULTAD DE CS.DE LA COMPUTACION,"AV. SAN CLAUDIO 14 SUR SN COL: SAN MANUEL CP: 72570
Otro , Puebla
(222) 2295500 EXT 166
(222) 2295672 EXT
aolvera@cs.buap.mx"
,,,,,,,,,
491,150303,USO DE PROGRAMAS INFORMÁTICOS PARA REALIZAR MINERÍA DE DATOS Y ANÁLISIS PREDICTIVO DE RESULTADOS EXPERIMENTALES,práctica profesional,LABORATORIO 420. FACULTAD DE MEDICINA,Ing Ciencias Computación,ZAMORA LIMA CARLOS ,--,FACULTAD DE MEDICINA,"13 SUR 2702 COL: VOLCANES CP: 72410
Puebla , Puebla
(222) 2295500 EXT 6074
() EXT
maura.cardenas@icbuap.buap.mx"
492,150398,SISTEMA INFORMÁTICO DEL COMPLEJO REGIONAL NORORIENTAL,práctica profesional,DEPARTAMENTO DCYTIC DEL COMPLEJO REGIONAL NORORIENTAL SEDE TEZIUTLÁN,"Ing.en Cs de la Computación (Instituto de Estudios Superiores en Arquitectura y Diseño, A.C.)",Monserrat Marlene Vázquez Morales,--,COMPLEJO REGIONAL NORORIENTAL,"ARIAS Y BOULEVAR S/N COL: EL CARMEN CP: 72800
Teziutlan , Puebla
(222) 2295500 EXT 7029
(233) 1084261 EXT 9999
xavier.rivera@correo.buap.mx"
,,,,,Ciencias de la Computación,ZAMORA LIMA CARLOS ,--,COMPLEJO REGIONAL NORORIENTAL,"ARIAS Y BOULEVAR S/N COL: EL CARMEN CP: 72800
Teziutlan , Puebla
(222) 2295500 EXT 7029
(233) 1084261 EXT 9999
xavier.rivera@correo.buap.mx"
,,,,,,,,,
,,,,,Ing Ciencias Computación,ZAMORA LIMA CARLOS ,--,COMPLEJO REGIONAL NORORIENTAL,"ARIAS Y BOULEVAR S/N COL: EL CARMEN CP: 72800
Teziutlan , Puebla
(222) 2295500 EXT 7029
(233) 1084261 EXT 9999
xavier.rivera@correo.buap.mx"
,,,,,,,,,
493,150403,DESARROLLO TECNOLOGICO Y PROGRAMS DE PREVENCION EN MATERIA DE PROTECCION CIVIL,práctica profesional,COORDINACION GENERAL DE PROTECCION CIVIL,Ing Ciencias Computación,ZAMORA LIMA CARLOS ,--,SECRETARÍA GENERAL DE GOBIERNO DEL ESTADO DE PUEBLA,"3 PONIENTE716 Col: CENTRO CP: 72000
Puebla,Puebla
()3096224 Ext:
(222) Ext:"
,,,,,Ciencias de la Computación,ZAMORA LIMA CARLOS ,--,SECRETARÍA GENERAL DE GOBIERNO DEL ESTADO DE PUEBLA,"3 PONIENTE716 Col: CENTRO CP: 72000
Puebla,Puebla
()3096224 Ext:
(222) Ext:"
,,,,,,,,,
494,150507,MANTENIMIENTO DE LABORATORIOS DE INFORMÁTICA,práctica profesional,LABORATORIOS DE INFORMÁTICA,"Ing.en Cs de la Computación (Instituto de Estudios Superiores en Arquitectura y Diseño, A.C.)",Monserrat Marlene Vázquez Morales,--,ESC.PREP.LIC.BENITO JUAREZ GARCIA,"BLVD 14 SUR Y CIRCUITO JUAN PABLO II S/N COL: JARDÍNES DE SAN MANUEL CP: 72570
Puebla , Puebla
(222) 2295500 EXT 2451
() EXT
VICTOR.MILA@CORREO.BUAP.MX"
,,,,,Ciencias de la Computación,ZAMORA LIMA CARLOS ,--,ESC.PREP.LIC.BENITO JUAREZ GARCIA,"BLVD 14 SUR Y CIRCUITO JUAN PABLO II S/N COL: JARDÍNES DE SAN MANUEL CP: 72570
Puebla , Puebla
(222) 2295500 EXT 2451
() EXT
VICTOR.MILA@CORREO.BUAP.MX"
,,,,,,,,,
,,,,,Ing Ciencias Computación,ZAMORA LIMA CARLOS ,--,ESC.PREP.LIC.BENITO JUAREZ GARCIA,"BLVD 14 SUR Y CIRCUITO JUAN PABLO II S/N COL: JARDÍNES DE SAN MANUEL CP: 72570
Puebla , Puebla
(222) 2295500 EXT 2451
() EXT
VICTOR.MILA@CORREO.BUAP.MX"
,,,,,,,,,
495,150541,"DISEÑO, DESARROLLO E IMPLEMENTACIÓN DE SISTEMAS DE VISUALIZACIÓN PARA UN MUSEO INTERACTIVO DE CIENCIA E INNOVA",práctica profesional,LABORATORIO DE FABRICACIÓN Y ANÁLISIS DIMENSIONAL DE PROTOTIPOS 3D CON ALTA PRECISIÓN,Ing Ciencias Computación,ZAMORA LIMA CARLOS ,--,"INSTITUTO NACIONAL DE ASTROFISICA, OPTICA Y ELECTRONICA","LUIS ENRIQUE ERRONUM. 1 Col: STA. MARIA TONANZINTLA CP:
Puebla,Puebla
(222)2472742 Ext: 3504
(222)2663100 Ext: 3504-3507
GCOYOTL@INAOEP.MX"
496,150544,APOYO EN LAS TAREAS Y ACTIVIDADES DE LA SECCIÓN DE RECUROS HUMANOS DEL CENTRO INAH PUEBLA,práctica profesional,ADMINISTRACIÓN,Ing Ciencias Computación,ZAMORA LIMA CARLOS ,--,INSTITUTO NACIONAL DE ANTROPOLOGIA E HISTORIA,"AV. EJERCITO DE OTE. S/N Col: CENTRO CIVICO 5 DE MAYO LOS FUERTES, PUEBLA PUE. CP: 72270
Puebla,Puebla
(222)2137390 Ext: 298054
(222) Ext:
CLAUDIA_NERI@INAH.GOB.MX"
,,,,,"Ing.en Cs de la Computación (Instituto de Estudios Superiores en Arquitectura y Diseño, A.C.)",Monserrat Marlene Vázquez Morales,--,INSTITUTO NACIONAL DE ANTROPOLOGIA E HISTORIA,"AV. EJERCITO DE OTE. S/N Col: CENTRO CIVICO 5 DE MAYO LOS FUERTES, PUEBLA PUE. CP: 72270
Puebla,Puebla
(222)2137390 Ext: 298054
(222) Ext:
CLAUDIA_NERI@INAH.GOB.MX"
,,,,,,,,,
497,150564,"CREACIÓN, DEPURACIÓN Y VALIDACIÓN DE SOFTWARE PARA SISTEMAS DE AGRICULTURA INTELIGENTE",práctica profesional,FACULTAD DE CIENCIAS DE LA ELECTRÓNICA,Ing Ciencias Computación,ZAMORA LIMA CARLOS ,--,FACULTAD DE CS.DE LA ELECTRONICA,"AV. SAN CLAUDIO S/N COL: JARDINES DE SAN MANUEL CP: 72570
Puebla , Puebla
(222) 2295500 EXT 7400
(222) 2295500 EXT 7400
JULIA.CHAVEZ@CORREO.BUAP.MX"
,,,,,Ciencias de la Computación,ZAMORA LIMA CARLOS ,--,FACULTAD DE CS.DE LA ELECTRONICA,"AV. SAN CLAUDIO S/N COL: JARDINES DE SAN MANUEL CP: 72570
Puebla , Puebla
(222) 2295500 EXT 7400
(222) 2295500 EXT 7400
JULIA.CHAVEZ@CORREO.BUAP.MX"
,,,,,,,,,
498,150616,DETECCIÓN DE FACTORES DE RIESGO DE DIABETES,práctica profesional,"LABORATORIO DE TECNOLOGÍAS PARA LA SALUD, FACULTAD DE CIENCIAS DE LA COMPUTACIÓN",Ciencias de la Computación,ZAMORA LIMA CARLOS ,--,FACULTAD DE CS.DE LA COMPUTACION,"14 SUR Y AV. SAN CLAUDIO SN COL: CIUDAD UNIVERSITARIA CP: 72570
Puebla , Puebla
(222) 2295500 EXT 7205
(222) 2295500 EXT 5672
cperezdecelis@cs.buap.mx"
,,,,,Ing Ciencias Computación,ZAMORA LIMA CARLOS ,--,FACULTAD DE CS.DE LA COMPUTACION,"14 SUR Y AV. SAN CLAUDIO SN COL: CIUDAD UNIVERSITARIA CP: 72570
Puebla , Puebla
(222) 2295500 EXT 7205
(222) 2295500 EXT 5672
cperezdecelis@cs.buap.mx"
,,,,,,,,,
499,150617,SISTEMAS DE COMERCIO ELECTRÓNICO PARA DESARROLLO DE TIENDAS VIRTUALES EN APOYO A UNIDADES ACADÉMICAS,práctica profesional,LABORATORIO MULTIMEDIA CUBÍCULO,Ciencias de la Computación,ZAMORA LIMA CARLOS ,--,FACULTAD DE CS.DE LA COMPUTACION,"14 sur y esq. san claudio s/n COL: San Manuel CP: 72560
Puebla , Puebla
(222) 2295500 EXT 7224
(222) 2295500 EXT
mceron@cs.buap.mx"
,,,,,Ing Ciencias Computación,ZAMORA LIMA CARLOS ,--,FACULTAD DE CS.DE LA COMPUTACION,"14 sur y esq. san claudio s/n COL: San Manuel CP: 72560
Puebla , Puebla
(222) 2295500 EXT 7224
(222) 2295500 EXT
mceron@cs.buap.mx"
,,,,,,,,,
500,150682,DESARROLLO DE METODOLOGIAS PARA CIENCIA DE DATOS,práctica profesional,LABORATORIO DE ROBOTICA MOVIL FCC,"Ing.en Cs de la Computación (Instituto de Estudios Superiores en Arquitectura y Diseño, A.C.)",Monserrat Marlene Vázquez Morales,--,FACULTAD DE CS.DE LA COMPUTACION,"14 SUR Y AVE. SAN CLAUDIO NINGUNO COL: JARDINES DE SAN MANUEL CP: 72570
Puebla , Puebla
(222) 2295500 EXT
(222) 2295500 EXT
gustavo@cs.buap.mx"
,,,,,Ing Ciencias Computación,ZAMORA LIMA CARLOS ,--,FACULTAD DE CS.DE LA COMPUTACION,"14 SUR Y AVE. SAN CLAUDIO NINGUNO COL: JARDINES DE SAN MANUEL CP: 72570
Puebla , Puebla
(222) 2295500 EXT
(222) 2295500 EXT
gustavo@cs.buap.mx"
,,,,,,,,,
,,,,,Ciencias de la Computación,ZAMORA LIMA CARLOS ,--,FACULTAD DE CS.DE LA COMPUTACION,"14 SUR Y AVE. SAN CLAUDIO NINGUNO COL: JARDINES DE SAN MANUEL CP: 72570
Puebla , Puebla
(222) 2295500 EXT
(222) 2295500 EXT
gustavo@cs.buap.mx"
,,,,,,,,,
501,150687,PLATAFORMA DE ANÁLISIS COVID,práctica profesional,LABORATORIO DE ROBOTICA MOVIL FACULTAD DE CIENCIAS DE LA COMPUTACIÓN,"Ing.en Cs de la Computación (Instituto de Estudios Superiores en Arquitectura y Diseño, A.C.)",Monserrat Marlene Vázquez Morales,--,FACULTAD DE CS.DE LA COMPUTACION,"14 SUR Y AVE. SAN CLAUDIO NINGUNO COL: JARDINES DE SAN MANUEL CP: 72570
Puebla , Puebla
(222) 2295500 EXT
(222) 2295500 EXT
gustavo@cs.buap.mx"
